customer_id,donor_customer_id,donor_fields_inherited_exactly,donor_instance_id,donor_service_time,event_id,event_type,minimum_formal_trip_departure_second,minimum_uncommitted_margin_seconds,modifiable_in_both_fixed_seed1_plans,network,new_demand,new_due_time,new_ready_time,new_service_time,old_customer_owner,old_demand,old_due_time,old_ready_time,owner_depot_id,owner_rule_verified,reused_from_sealed_n221,search_evaluations,seed,service_time_source,status,stream_id,t_appear,trigger_second,x,y
N_S5_010,C417,True,L-main-threeshift-200c-01,788.0,20,add,,,True,N322,394.0,85067.0,66141.0,788.0,,0.0,85067.0,66141.0,D1,True,False,0,5,frozen_sister_bundle_exact,PASS,stream_seed5,20831.76421889537,23178.00109562664,-27142.59,-12498.82
N_S5_011,C233,True,L-main-threeshift-200c-01,386.0,21,add,,,True,N322,193.0,54753.0,36202.0,386.0,,0.0,54753.0,36202.0,D0,True,False,0,5,frozen_sister_bundle_exact,PASS,stream_seed5,22657.593632057913,23178.00109562664,-39572.23,2240.22
C193,,,,,22,cancel,34812.37092099952,11634.36982537288,True,N322,0.0,54101.0,34094.0,,D1,503.0,54101.0,34094.0,D1,True,False,0,5,existing_customer,PASS,stream_seed5,22660.73170632218,23178.00109562664,-4593.38,-69262.17
N_S5_012,C370,True,L-main-threeshift-200c-01,368.0,23,add,,,True,N322,184.0,52231.0,33714.0,368.0,,0.0,52231.0,33714.0,D0,True,False,0,5,frozen_sister_bundle_exact,PASS,stream_seed5,23045.012299072907,23178.00109562664,2899.6,29683.7
C156,,,,,24,demand_change,33185.01888979543,1796.1140853234392,True,N322,521.824807301205,55702.0,35493.0,,D0,471.0,55702.0,35493.0,D0,True,False,0,5,existing_customer,PASS,stream_seed5,26265.725020879625,31388.90480447199,-50641.99,11650.44
C173,,,,,25,demand_change,33185.01888979543,1796.1140853234392,True,N322,441.6876001532011,57434.0,36909.0,,D0,513.0,57434.0,36909.0,D0,True,False,0,5,existing_customer,PASS,stream_seed5,26911.98657732742,31388.90480447199,26467.26,720.94
C281,,,,,26,demand_change,34821.37700981102,3432.4722053390287,True,N322,231.28297132458164,57439.0,37369.0,,D1,204.0,57439.0,37369.0,D1,True,False,0,5,existing_customer,PASS,stream_seed5,28511.27948046229,31388.90480447199,-20454.88,-61495.11
C310,,,,,27,demand_change,39979.2928294457,8590.388024973712,True,N322,238.64027691641633,85003.0,66330.0,,D0,272.0,85003.0,66330.0,D0,True,False,0,5,existing_customer,PASS,stream_seed5,28541.61082680889,31388.90480447199,-63679.57,19791.81
C312,,,,,28,demand_change,62012.39624884549,30623.491444373503,True,N322,147.59443490094634,85505.0,65911.0,,D1,155.0,85505.0,65911.0,D1,True,False,0,5,existing_customer,PASS,stream_seed5,29186.74832991271,31388.90480447199,100077.28,-23878.76
C207,,,,,29,demand_change,34804.13684052048,3415.232036048488,True,N322,104.3580744042065,53891.0,34925.0,,D1,101.0,53891.0,34925.0,D1,True,False,0,5,existing_customer,PASS,stream_seed5,30615.11427290109,31388.90480447199,27826.75,-15185.12
N_S5_013,C444,True,L-main-threeshift-200c-01,544.0,30,add,,,True,N322,272.0,85054.0,65547.0,544.0,,0.0,85054.0,65547.0,D1,True,False,0,5,frozen_sister_bundle_exact,PASS,stream_seed5,31235.094385850527,31388.90480447199,-26809.41,-8929.82
C258,,,,,31,demand_change,33894.78411231654,2505.8793078445524,True,N322,154.74135342198534,55697.0,35913.0,,D1,173.0,55697.0,35913.0,D1,True,False,0,5,existing_customer,PASS,stream_seed5,31388.90480447199,31388.90480447199,-22820.85,-59185.07
C315,,,,,32,cancel,52907.07399032011,10718.16918584812,True,N322,0.0,85417.0,65530.0,,D1,160.0,85417.0,65530.0,D1,True,False,0,5,existing_customer,PASS,stream_seed5,31868.41433089598,42188.90480447199,-34766.23,-13867.43
