记录类型,面板,节点ID,节点类型,纬度,经度,所属企业,路线ID,弧序号,起点,终点,实体车,车型,所属车场,来源文件,来源字段,源文件SHA256
节点,(a)节点分布,C048,customer,39.9657325,116.3240900,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C049,customer,39.9035177,116.7277804,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
节点,(a)节点分布,C050,customer,39.9350200,116.3527578,ENT_B,,,,,,,,data/ChinaInstances/china81_final_suite_v2_20260815/instances/cn-jjj-50c-01-DEPOTSEARCH-d996f755bd/nodes.csv；enterprise_assignment.csv,"nodes.csv#node_id,node_type,latitude,longitude；enterprise_assignment.csv#customer_id,enterprise_id",nodes.csv 789c34cb911d4cf545b8d29233c2000eebf63226c8a4a38a35b7ee2e2bf09442；enterprise_assignment.csv 68e3d65a99881d5dbafbee41da8ea954e0fcf48e8addbfbc2313f07fc1d5d25e
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1003511503_1#T1,1,D_OSM_WAY_1003511503,C035,CV_D_OSM_WAY_1003511503_1,cv,D_OSM_WAY_1003511503,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1003511503_1#T1,2,C035,C022,CV_D_OSM_WAY_1003511503_1,cv,D_OSM_WAY_1003511503,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1003511503_1#T1,3,C022,D_OSM_WAY_1003511503,CV_D_OSM_WAY_1003511503_1,cv,D_OSM_WAY_1003511503,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1003511503_1#T2,1,D_OSM_WAY_1003511503,C014,CV_D_OSM_WAY_1003511503_1,cv,D_OSM_WAY_1003511503,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1003511503_1#T2,2,C014,C028,CV_D_OSM_WAY_1003511503_1,cv,D_OSM_WAY_1003511503,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1003511503_1#T2,3,C028,C006,CV_D_OSM_WAY_1003511503_1,cv,D_OSM_WAY_1003511503,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1003511503_1#T2,4,C006,C026,CV_D_OSM_WAY_1003511503_1,cv,D_OSM_WAY_1003511503,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1003511503_1#T2,5,C026,D_OSM_WAY_1003511503,CV_D_OSM_WAY_1003511503_1,cv,D_OSM_WAY_1003511503,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1003511503_2#T1,1,D_OSM_WAY_1003511503,C031,CV_D_OSM_WAY_1003511503_2,cv,D_OSM_WAY_1003511503,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1003511503_2#T1,2,C031,C017,CV_D_OSM_WAY_1003511503_2,cv,D_OSM_WAY_1003511503,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1003511503_2#T1,3,C017,D_OSM_WAY_1003511503,CV_D_OSM_WAY_1003511503_2,cv,D_OSM_WAY_1003511503,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_1#T1,1,D_OSM_WAY_1071205721,C024,CV_D_OSM_WAY_1071205721_1,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_1#T1,2,C024,C023,CV_D_OSM_WAY_1071205721_1,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_1#T1,3,C023,C019,CV_D_OSM_WAY_1071205721_1,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_1#T1,4,C019,C029,CV_D_OSM_WAY_1071205721_1,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_1#T1,5,C029,D_OSM_WAY_1071205721,CV_D_OSM_WAY_1071205721_1,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_2#T1,1,D_OSM_WAY_1071205721,C025,CV_D_OSM_WAY_1071205721_2,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_2#T1,2,C025,C015,CV_D_OSM_WAY_1071205721_2,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_2#T1,3,C015,C040,CV_D_OSM_WAY_1071205721_2,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_2#T1,4,C040,C013,CV_D_OSM_WAY_1071205721_2,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_2#T1,5,C013,D_OSM_WAY_1071205721,CV_D_OSM_WAY_1071205721_2,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_2#T2,1,D_OSM_WAY_1071205721,C034,CV_D_OSM_WAY_1071205721_2,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_2#T2,2,C034,C047,CV_D_OSM_WAY_1071205721_2,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_2#T2,3,C047,C049,CV_D_OSM_WAY_1071205721_2,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_2#T2,4,C049,D_OSM_WAY_1071205721,CV_D_OSM_WAY_1071205721_2,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_2#T3,1,D_OSM_WAY_1071205721,C048,CV_D_OSM_WAY_1071205721_2,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_2#T3,2,C048,C020,CV_D_OSM_WAY_1071205721_2,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_2#T3,3,C020,C037,CV_D_OSM_WAY_1071205721_2,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_2#T3,4,C037,D_OSM_WAY_1071205721,CV_D_OSM_WAY_1071205721_2,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_3#T1,1,D_OSM_WAY_1071205721,C033,CV_D_OSM_WAY_1071205721_3,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_3#T1,2,C033,C043,CV_D_OSM_WAY_1071205721_3,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_3#T1,3,C043,C038,CV_D_OSM_WAY_1071205721_3,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_3#T1,4,C038,D_OSM_WAY_1071205721,CV_D_OSM_WAY_1071205721_3,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_3#T2,1,D_OSM_WAY_1071205721,C036,CV_D_OSM_WAY_1071205721_3,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_3#T2,2,C036,C030,CV_D_OSM_WAY_1071205721_3,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_3#T2,3,C030,C041,CV_D_OSM_WAY_1071205721_3,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_3#T2,4,C041,D_OSM_WAY_1071205721,CV_D_OSM_WAY_1071205721_3,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_3#T3,1,D_OSM_WAY_1071205721,C009,CV_D_OSM_WAY_1071205721_3,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_3#T3,2,C009,C007,CV_D_OSM_WAY_1071205721_3,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_3#T3,3,C007,D_OSM_WAY_1071205721,CV_D_OSM_WAY_1071205721_3,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_4#T1,1,D_OSM_WAY_1071205721,C002,CV_D_OSM_WAY_1071205721_4,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_4#T1,2,C002,C012,CV_D_OSM_WAY_1071205721_4,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_4#T1,3,C012,D_OSM_WAY_1071205721,CV_D_OSM_WAY_1071205721_4,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_4#T2,1,D_OSM_WAY_1071205721,C008,CV_D_OSM_WAY_1071205721_4,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_4#T2,2,C008,C050,CV_D_OSM_WAY_1071205721_4,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_4#T2,3,C050,C046,CV_D_OSM_WAY_1071205721_4,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_4#T2,4,C046,C021,CV_D_OSM_WAY_1071205721_4,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_4#T2,5,C021,D_OSM_WAY_1071205721,CV_D_OSM_WAY_1071205721_4,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_5#T1,1,D_OSM_WAY_1071205721,C001,CV_D_OSM_WAY_1071205721_5,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_5#T1,2,C001,C027,CV_D_OSM_WAY_1071205721_5,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_5#T1,3,C027,C016,CV_D_OSM_WAY_1071205721_5,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_5#T1,4,C016,D_OSM_WAY_1071205721,CV_D_OSM_WAY_1071205721_5,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_5#T2,1,D_OSM_WAY_1071205721,C005,CV_D_OSM_WAY_1071205721_5,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_5#T2,2,C005,C045,CV_D_OSM_WAY_1071205721_5,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_5#T2,3,C045,C018,CV_D_OSM_WAY_1071205721_5,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_5#T2,4,C018,C039,CV_D_OSM_WAY_1071205721_5,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_5#T2,5,C039,D_OSM_WAY_1071205721,CV_D_OSM_WAY_1071205721_5,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_6#T1,1,D_OSM_WAY_1071205721,C010,CV_D_OSM_WAY_1071205721_6,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_6#T1,2,C010,C044,CV_D_OSM_WAY_1071205721_6,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_6#T1,3,C044,C011,CV_D_OSM_WAY_1071205721_6,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_6#T1,4,C011,D_OSM_WAY_1071205721,CV_D_OSM_WAY_1071205721_6,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_6#T2,1,D_OSM_WAY_1071205721,C042,CV_D_OSM_WAY_1071205721_6,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
路线弧,(b)路线及车型,,,,,,CV_D_OSM_WAY_1071205721_6#T2,2,C042,C004,CV_D_OSM_WAY_1071205721_6,cv,D_OSM_WAY_1071205721,solver/reports/synergy_formal_20260819/joint/seed_8/best_solution.json,"evaluation.prepared_solution.routes[*].vehicle_id,vehicle_type,home_depot_id,node_sequence",c792a33adf9ee07688087c7d5be93757e41f833653bcce932290423639b6800c
